"Ведомость учета муниципального жилого фонда, закрепленного в оперативное управление МКУ ""Жилищное управление г. Орла"" по состоянию на 01-04-22";;;;;;;
№ п/п;Адрес дома;Количество жилых объектов, всего;Общая площадь жилых объектов, всего м2;Количество муниципальных жилых объектов;Общая площадь муниципальных жилых объектов, м2;В мун. собств.%;Муниципальные жилые объекты
3015;Раздольная ул 76 4;1;58,4;1;58,4;0,00;79,
3016;Раздольная ул 76 4;1;80,2;0;0;0,00;
3017;Раздольная ул 76 4;1;58,4;0;0;0,00;
3018;Раздольная ул 76 4;1;60,3;1;60,3;0,00;95,
3019;Раздольная ул 76 4;1;74,8;0;0;0,00;
3020;Раздольная ул 76 5;1;33,7;1;33,7;0,00;1(специализированный жилищный фонд для детей-сирот)
3021;Раздольная ул 76 5;1;34,3;1;34,3;0,00;6(специализированный жилищный фонд для детей-сирот)
3022;Раздольная ул 76 5;1;33,9;1;33,9;0,00;8(специализированный жилищный фонд для детей-сирот)
3023;Раздольная ул 76 5;1;33,9;1;33,9;0,00;9(специализированный жилищный фонд для детей-сирот)
3024;Раздольная ул 76 5;1;30,4;1;30,4;0,00;21(специализированный жилищный фонд для детей-сирот)
3025;Раздольная ул 76 5;1;33,8;1;33,8;0,00;49(специализированный жилищный фонд для детей-сирот)
3026;Раздольная ул 76 5;1;34;1;34;0,00;69(специализированный жилищный фонд для детей-сирот)
3027;Раздольная ул 76 5;1;30,9;1;30,9;0,00;78(специализированный жилищный фонд для детей-сирот)
3028;Раздольная ул 76 5;1;33,5;1;33,5;0,00;86(специализированный жилищный фонд для детей-сирот)
3029;Раздольная ул 76 5;1;31,7;1;31,7;0,00;87(специализированный жилищный фонд для детей-сирот)
3030;Раздольная ул 76 5;1;31;1;31;0,00;88(специализированный жилищный фонд для детей-сирот)
3031;Раздольная ул 76 5;1;62,4;1;62,4;0,00;2
3032;Раздольная ул 76 5;1;50,3;1;50,3;0,00;5
3033;Раздольная ул 76 5;1;33,4;1;33,4;0,00;7
3034;Раздольная ул 84 ;326;17782,91;21;1152,4;6,48;26, 31, 34, 57, 85, 88, 94, 98, 109, 110, 127, 137, 147, 164, 173, 201, 240, 246, 298, 315, 318
3035;Раздольная ул 86 ;136;7273,8;11;584,8;8,04;7, 16, 24, 26, 56, 71, 84, 88, 96, 119, 131
3036;Раздольная ул 88 ;370;20835,32;22;1320;6,34;33, 39, 42, 60, 86, 113, 127, 132, 166, 172., 172, 198, 212, 213, 256, 263, 284, 304, 312, 324, 342, 358
3037;Раздольная ул 90;1;37,4;1;37,4;0,00;4
3038;Революции ул 11 ;180;10232;10;582,4;5,69;3, 16, 43, 60, 63, 65, 87, 110, 113, 149
3039;Революции ул 30 ;169;8131,6;6;281,6;3,94;23, 31, 34, 60.2, 104, 110
3040;Революции ул 30 ;;;1;17;;60,
3041;Революции ул 30 ;;;1;14,3;;60(14/75)
3042;Революции ул 34 ;54;2332,9;2;92;3,94;42, 47
3043;Революции ул 5 ;68;3061,8;2;98,5;3,22;1,67,
3044;Революции ул 7 ;220;12079,9;9;595,2;4,93;22, 40, 53, 77, 100, 116, 129, 133, 208
3045;Революции ул 9 ;54;2712,4;4;262,1;9,66;4, 27, 35, 40
3046;Рельсовая ул 1 ;24;942,6;4;154,7;16,41;2,9,11,23,
3047;Рельсовая ул 10 ;7;262,57;3;88,37;33,66;1, 3, 4
3048;Рельсовая ул 11 ;7;246,3;2;99,3;40,32;3,5,
3049;Рельсовая ул 12 ;8;261,4;0;0;10,29;
3050;Рельсовая ул 12 ;;26,9;1;26,9;;7,
3051;Рельсовая ул 14 ;5;166,3;1;29;17,44;2
3052;Рельсовая ул 16 ;7;334,3;2;100,7;30,12;2,5,
3053;Рельсовая ул 18 ;4;161,7;2;82,5;51,02;2,3,
3054;Рельсовая ул 3 ;4;210,1;0;0;0,00;
3055;Рельсовая ул 4 ;7;231,2;4;127,1;54,97;2,4,5,7,
3056;Рельсовая ул 6 ;24;953,9;2;86,1;9,03;13, 22
3057;Рельсовая ул 7 ;23;906,7;2;88,6;9,77;3, 11
3058;Рельсовая ул 8 ;14;444,1;3;111,1;38,30;12,15,21,
3059;Рельсовая ул 8 ;;;1;59;;1
3060;Рельсовая ул 9 ;8;251,8;2;63;25,02;1,6,
3061;Речной пер 11 ;158;2665,3;10;168,9;6,34;5, 24, 35, 60.1, 61, 76, 85, 133, 137, 138
3062;Речной пер 13 ;81;3566,5;6;318,4;8,93;23,31,39,51,77,78,
3063;Речной пер 15 ;22;2012;0;0;0,00;
3064;Речной пер 26 ;1;99,5;0;0;0,00;
3065;Речной пер 29 ;2;62,7;0;0;0,00;
3066;Речной пер 48 ;218;6437;2;118,3;1,50;23, 57
3067;Речной пер 48 ;;;1;63,1;;69
3068;Речной пер 50 ;147;7729,3;5;285,2;3,69;7, 21, 48, 69, 90
3069;Рижский пер 1 ;8;274,9;0;0;0,00;
3070;Рижский пер 1 А;8;280,7;0;0;0,00;
3071;Рижский пер 3 ;8;270,7;0;0;0,00;
3072;Рижский пер 5 ;8;270,2;0;0;17,58;
3073;Рижский пер 5 ;;;1;47,5;;1
3074;Рижский пер 7 ;8;275,2;0;0;0,00;
3075;Родзевича-Белевича ул 8;1;8094,8;1;54,8;1,35;247
3076;Родзевича-Белевича ул 8;1;;1;54,7;;257
3077;Родзевича-Белевича ул 18;1;41,2;1;41,2;0,00;60
3078;Родзевича-Белевича ул 18;1;39,9;1;39,9;0,00;72
3079;Родзевича-Белевича ул 18;1;39,8;1;39,8;0,00;82
3080;Родзевича-Белевича ул 18;1;39,7;1;39,7;0,00;92
3081;Родзевича-Белевича ул 18;1;39,9;1;39,9;0,00;101
3082;Родзевича-Белевича ул 18;1;39,8;1;39,8;0,00;110
3083;Родзевича-Белевича ул 18;1;39,9;1;39,9;0,00;119
3084;Родзевича-Белевича ул 18;1;40;1;40;0,00;137
3085;Родзевича-Белевича ул 18;1;60,6;1;60,6;0,00;1
3086;Родзевича-Белевича ул 18;1;39,8;1;39,8;0,00;2
3088;Родзевича-Белевича ул 18;1;37,7;1;37,7;0,00;4
3089;Родзевича-Белевича ул 18;1;41,4;1;41,4;0,00;7
3090;Родзевича-Белевича ул 18;1;58,9;1;58,9;0,00;8
3091;Родзевича-Белевича ул 18;1;60,7;1;60,7;0,00;9
3092;Родзевича-Белевича ул 18;1;32,8;1;32,8;0,00;10
3093;Родзевича-Белевича ул 18;1;41,3;1;41,3;0,00;16
3094;Родзевича-Белевича ул 18;1;58,7;1;58,7;0,00;18
3095;Родзевича-Белевича ул 18;1;60,8;1;60,8;0,00;21
3096;Родзевича-Белевича ул 18;1;55,7;1;55,7;0,00;23
3097;Родзевича-Белевича ул 18;1;37,7;1;37,7;0,00;24
3098;Родзевича-Белевича ул 18;1;37,9;1;37,9;0,00;25
3099;Родзевича-Белевича ул 18;1;55,8;1;55,8;0,00;63
3100;Родзевича-Белевича ул 18;1;55,8;1;55,8;0,00;73
3101;Родзевича-Белевича ул 18;1;56;1;56;0,00;83
3104;Родзевича-Белевича ул 18;1;37,4;1;37,4;0,00;104
3105;Родзевича-Белевича ул 18;1;55,6;1;55,6;0,00;129
3106;Родзевича-Белевича ул 18;1;37,6;1;37,6;0,00;139
3107;Родзевича-Белевича ул 18;1;60,9;1;60,9;0,00;145
3108;Родзевича-Белевича ул 18;1;37,9;1;37,9;0,00;149
3109;Родзевича-Белевича ул 18;1;81,5;1;81,5;0,00;135
3110;Родзевича-Белевича ул 18;1;60,7;1;60,7;0,00;11
3112;Родзевича-Белевича ул 18;1;37,5;1;37,5;0,00;121
3113;Родзевича-Белевича ул 18;1;60,9;1;60,9;0,00;127
3114;Родзевича-Белевича ул 18;1;60,9;1;60,9;0,00;136
3115;Родзевича-Белевича ул 18;1;41;1;41;0,00;150
3116;Родзевича-Белевича ул 18;1;40;1;40;0,00;22(специализированный жилищный фонд для детей-сирот)
3117;Родзевича-Белевича ул 18;1;40;1;40;0,00;42(специализированный жилищный фонд для детей-сирот)
3118;Родзевича-Белевича ул 18;1;39,9;1;39,9;0,00;52(специализированный жилищный фонд для детей-сирот)
3119;Родзевича-Белевича ул 18;1;39,9;1;39,9;0,00;62(специализированный жилищный фонд для детей-сирот)
3120;Родзевича-Белевича ул 18;1;41,4;1;41,4;0,00;56
3121;Родзевича-Белевича ул 18;1;41,4;1;41,4;0,00;96
3122;Родзевича-Белевича ул 18;1;41,5;1;41,5;0,00;106
3123;Родзевича-Белевича ул 23 ;1;37,5;0;0;0,00;
3124;Розы Люксембург ул 10 ;32;1456,8;3;145,3;13,08;10,31,32,
3125;Розы Люксембург ул 10 ;;45,2;1;45,2;;22,
3126;Розы Люксембург ул 15 ;3;108,7;0;0;0,00;
3127;Розы Люксембург ул 15а;8;215,6;7;176,5;110,22;1,3,4,5,6,7,8,10,
3128;Розы Люксембург ул 15а;;;1;27,6;;9,
3129;Розы Люксембург ул 15а;;;1;11,5;;2
3130;Розы Люксембург ул 15 Б;3;64,4;3;64,4;100,00;1.1,2.1,2.2,
3131;Розы Люксембург ул 18,18а ;1;37,6;1;37,6;100,00;11,
3132;Розы Люксембург ул 21 А;1;27,1;1;27,1;0,00;1,
3133;Розы Люксембург ул 21 А;1;26,6;1;26,6;0,00;2,
3134;Розы Люксембург ул 21 А;1;27;1;27;0,00;3,
3135;Розы Люксембург ул 21 А;1;26,7;1;26,7;0,00;4,
3136;Розы Люксембург ул 33 ;4;151,3;0;0;0,00;
3137;Розы Люксембург ул 33 А;5;145,4;0;0;0,00;
3138;Розы Люксембург ул 51 ;3;123,1;1;25,9;21,04;2
3139;Розы Люксембург ул 51 А;3;113,1;2;40,1;35,46;1,3,
3140;Розы Люксембург ул 52 ;335;17978,5;17;855,6;4,76;13, 28, 32, 37, 37.1, 94, 120, 133, 168, 175, 176., 184, 201, 207, 211, 255, 292
3141;Розы Люксембург ул 54 ;326;18365,1;0;0;0,00;
3142;Рощинская ул 1 ;108;5802,8;11;584,3;10,07;1, 16, 28, 34, 35, 42, 54, 67, 85, 92, 93
3143;Рощинская ул 11 ;100;4510,3;9;410,4;10,09;1, 2, 12, 18, 27, 44, 50, 56, 63
3144;Рощинская ул 11 ;;44,6;1;44,6;;49,
3145;Рощинская ул 11 А;72;3833,1;4;226;5,90;52, 58, 60, 65
3146;Рощинская ул 13 ;99;4508,7;8;352,8;7,82;3, 13, 16, 22, 70, 78, 85, 94
3147;Рощинская ул 13 А;90;4258,4;2;111,5;2,62;33, 73
3148;Рощинская ул 15 ;100;4559,3;8;374,8;8,22;1, 3, 15, 27, 43, 50, 52, 97
3149;Рощинская ул 15 А;89;4482,9;6;376,8;8,41;21, 37, 43, 45, 46, 60
3150;Рощинская ул 17 ;100;4493,4;11;497,8;11,08;2, 18, 25, 34, 41, 46, 61, 62, 63, 64, 83
3152;Рощинская ул 17 А;60;2854,9;5;260,5;9,12;3,4,24,44,48,
3153;Рощинская ул 19 ;101;4471,6;9;418,6;10,10;3, 16, 24, 25, 38, 42, 45, 59, 76
3154;Рощинская ул 19 ;;33,1;1;33,1;;10
3155;Рощинская ул 21 ;64;2846,2;2;75,2;2,64;13, 21
3156;Рощинская ул 23 ;102;4486,1;10;439,8;9,80;11, 14 (специализированный маневренный жилищный фонд), 26, 28, 57, 65, 75, 95, 97, 100
3157;Рощинская ул 25 ;100;4456,5;11;530,7;11,91;21, 28, 36, 41, 42, 44, 51, 58, 59, 79, 90
3158;Рощинская ул 27 ;107;2456,5;4;85,95;6,45;23/88, 35/1, 40.1, 112А
3159;Рощинская ул 27 ;;26,6;1;26,6;;12/49,
3160;Рощинская ул 27 ;;16;0;0;;
3161;Рощинская ул 27 ;;18,5;0;0;;
3162;Рощинская ул 27 ;;26,1;0;0;;
3163;Рощинская ул 27 ;;28,5;1;28,5;;37/7,
3164;Рощинская ул 27 ;;18,6;0;0;;
3165;Рощинская ул 27 ;;17,4;1;17,4;;27/107,
3166;Рощинская ул 29 ;68;3049,47;5;264,65;14,53;2/2,6/20,16\67,24/92,35а,
3167;Рощинская ул 29 ;;53,6;0;0;;
3168;Рощинская ул 29 ;;13,2;0;0;;
3169;Рощинская ул 29 ;;55,1;1;55,1;;26.103,
3170;Рощинская ул 29 ;;123,4;1;123,4;;13(26/124)
3171;Рощинская ул 3 ;106;5682,9;6;320;6,27;11, 34, 71, 90, 100, 101
3172;Рощинская ул 3 ;;36,3;1;36,3;;38 (специализированный жилищный фонд для детей-сирот)
3173;Рощинская ул 31 ;217;12043,6;0;0;0,00;
3174;Рощинская ул 37 ;218;10643,2;19;935,1;8,79;3, 8, 16, 27, 45, 49, 79, 82, 98, 108, 133, 139, 141, 151, 170, 172, 174, 178, 198
3175;Рощинская ул 5 ;72;3888,6;3;169;4,35;3, 63, 65
3176;Рощинская ул 7 ;72;4005;0;0;0,00;
3177;Рощинская ул 9 ;73;3933,4;7;308,3;7,84;2, 31, 33., 33, 34, 64, 71
3178;Рощинская ул 9 А;60;3066,3;3;181,1;5,91;35, 46, 52
3179;Русанова ул 19 ;5;534;0;0;0,00;
3180;Русанова ул 19 А;23;515,6;0;0;0,00;
3181;Русанова ул 20 ;1;26,9;0;0;0,00;
3182;Русанова ул 42 ;66;2898,5;2;93;3,21;18, 22
3183;Русанова ул 47 А;27;917;2;63,1;6,88;3 (специализированный маневренный жилищный фонд), 24
3184;Русанова ул 47 Б;4;240,1;0;0;0,00;
3185;Русанова ул 48 А;5;214,1;1;51,6;24,10;2,
3186;Русанова ул 48 Б;16;561,6;1;38,4;6,84;2,
3187;Русанова ул 52 ;144;7788,6;8;433,6;5,57;18, 30, 88, 107, 113, 122, 126, 144
3188;Русанова ул 75 ;1;51,5;0;0;0,00;
3189;Русанова ул 76 ;1;41;0;0;0,00;
3190;Ручейный пер 10 ;1;55,7;0;0;0,00;
3191;Ручейный пер 2 ;2;114,2;0;0;0,00;
3192;Ручейный пер 3 ;1;52,3;0;0;0,00;
3193;Ручейный пер 4 ;1;52,3;1;52,3;100,00;2,
3194;Ручейный пер 5 ;2;124;0;0;0,00;
3195;Ручейный пер 8 ;1;52,3;0;0;0,00;
3196;Рябиновая ул 11 ;1;79,6;1;79,6;100,00;1,
3197;Рябиновая ул 3 ;1;52,3;1;52,3;100,00;,
3198;Рябиновая ул 5 ;2;105;0;0;0,00;
3199;Рябиновая ул 7 ;1;52,9;1;52,9;100,00;1,
3200;Рябиновая ул 9 ;2;121,9;0;0;0,00;
3201;Садово-Пушкарная ул 58 ;2;111,4;0;0;0,00;
3202;Садово-Пушкарная ул 74 ;1;33,1;0;0;0,00;
3203;Садовского ул 1 ;50;1236,7;4;113,6;9,19;29-31, 37, 38.39, 42.
3204;Садовского ул 2 ;78;4410,2;0;0;0,00;
3205;Садовского ул 3 ;47;1102,6;5;121,7;18,46;3, 3.2, 6.1, 8, 8.1
3206;Садовского ул 3 ;;17,3;1;12,8;;2(19/105)
3207;Садовского ул 3 ;;25,5;1;25,5;;9.2,
3208;Садовского ул 3 ;;26,5;1;26,5;;11.5,
3209;Садовского ул 3 ;;17;1;17;;12.4,
3210;Садовского ул 4 ;202;11167,6;11;616,4;5,52;13, 101, 118, 121, 122а(специализированный служебный жилищный фонд), 160, 164, 190, 193, 197, 200
3211;Садовый проезд 5 ;108;5957,7;4;241;4,05;1,89,93,108,
3212;Садовый проезд 7 ;112;5967;6;280,2;4,70;19,49,54,73.1,78,79,
3213;Садовый проезд 7 ;;20,8;0;0;;
3214;Салтыкова-Щедрина ул 12/16 ;42;1701,3;2;76,9;4,52;5, 28
3215;Салтыкова-Щедрина ул 14 А;8;211,9;1;23,9;11,28;11
3216;Салтыкова-Щедрина ул 15 ;54;2508,4;2;104,9;4,18;27, 51
3217;Салтыкова-Щедрина ул 17 ;32;1282,2;0;0;0,00;
3218;Салтыкова-Щедрина ул 17 ;;31,6;0;0;0,00;
3219;Салтыкова-Щедрина ул 17 А;60;2532;2;86,8;3,43;23, 57
3220;Салтыкова-Щедрина ул 19/21 ;19;1179,3;0;0;2,70;
3221;Салтыкова-Щедрина ул 19/21 ;;31,8;1;31,8;;20,
3222;Салтыкова-Щедрина ул 25/27 ;18;871,7;1;45,1;5,17;8,
3223;Салтыкова-Щедрина ул 33 ;48;1888,2;1;30,1;1,59;13
3224;Салтыкова-Щедрина ул 35 ;30;1611,9;0;0;0,00;
3225;Салтыкова-Щедрина ул 35 А;6;214,5;1;41,4;19,30;2,
3226;Салтыкова-Щедрина ул 35 В;1;36,3;1;36,3;100,00;1,
3227;Салтыкова-Щедрина ул 35 Г;3;117,1;0;0;0,00;
3228;Салтыкова-Щедрина ул 36 ;79;4677,74;3;191,4;4,09;21, 55, 79
3229;Салтыкова-Щедрина ул 37 А;48;3003,1;3;181,4;6,04;27,36,37,
3230;Салтыкова-Щедрина ул 5 ;7;190,1;0;0;0,00;Снесен
3231;Салтыкова-Щедрина ул 7 ;4;152,5;0;0;0,00;Снесен
3232;Салтыкова-Щедрина ул 9 ;4;189,3;3;116,1;104,58;2,3,4,
3233;Салтыкова-Щедрина ул 9 ;;85,8;1;85,8;;1(24/86)
3234;Салтыкова-Щедрина ул 9 ;;85,8;1;85,8;;1(52/86)
3235;Саханская ул 3 ;346;19030,2;25;1449,7;7,62;7, 33, 35, 41, 56, 69, 71, 72, 75, 83, 84, 91, 108, 160, 168, 204, 214, 228, 229, 249, 259, 269, 275, 310, 325
3236;Светофорный пер 2 ;80;3568,7;6;272,8;7,64;15, 21, 30, 36, 46, 58
3237;Светофорный пер 4 ;217;11928,1;28;1646,3;14,25;6, 38, 63, 66, 72, 75, 79, 80, 82, 107, 111, 130, 138, 144, 146, 147, 149, 159, 163, 165, 168, 172, 174, 179, 182, 184, 187, 199
3238;Светофорный пер 4 ;;53,9;1;53,9;;1
3239;Связистов проезд 1 ;285;13550,97;0;0;0,00;
3240;Связистов проезд 10 ;64;3485,6;0;0;0,00;
3241;Связистов проезд 12 ;8;169,2;2;33,8;134,34;1,2,
3242;Связистов проезд 12 ;;;1;11,4;;3(15/61)
3243;Связистов проезд 12 ;;;1;60,1;;2(38/60)
3244;Связистов проезд 12 ;;;1;61;;4(23/61)
3245;Связистов проезд 12 ;;;1;61;;4(22/61)
3246;Связистов проезд 2 ;4;226,2;2;113,1;50,00;2,4,
3247;Связистов проезд 4 ;4;146,4;2;101;68,99;1,4,
3248;Северная ул 18 ;1;48,7;1;48,7;100,00;,
3249;Северная ул 20 ;12;446,5;1;35,1;15,81;4,
3250;Северная ул 20 ;;35,5;1;35,5;;8,
3251;Семинарская ул 13 ;4;270,8;1;67,7;25,00;4
3252;Семинарская ул 15 ;7;312,4;2;39,1;25,26;2
3253;Семинарская ул 15 ;;;1;39,8;;6
3254;Семинарская ул 30 ;3;117,2;3;117,2;100,00;1,2,3,
3255;Семинарская ул 32 ;6;349,6;3;103,1;29,49;1,2,4,
3256;Семинарская ул 34 ;5;186,94;3;122,54;92,83;1.,2,3,
3257;Семинарская ул 34 ;;;1;51;;2
3258;Семинарская ул 40 ;7;235,1;2;67,4;28,67;3,6,
3259;Семинарская ул 42 ;4;162,4;0;0;0,00;
3260;Семинарская ул 46 ;1;56,8;1;56,8;100,00;1,
3261;Семинарская ул 9 ;11;403,7;0;0;0,00;
3262;Серпуховская ул 111 ;12;318,06;1;12,63;3,97;4
3263;Серпуховская ул 113 ;14;383,6;2;66,4;46,12;3,9,
3264;Серпуховская ул 113 ;;;1;16,7;;к.7
